latin,dhivehi
Broadcom ge SG ge magaamah Yameen Idhrees,ބްރޯޑްކޮމްގެ ސެކްރެޓަރީ ޖެނެރަލަކަށް ޔާމީން އިދުރީސް
PG offeehun harudhanaa gotheggai bandhu muraajaa nukurey: Audit,ޕީޖީ އޮފީހުން ހަރުދަނާ ގޮތެއްގައި ބަންދު މުރާޖައާ ނުކުރޭ: އޮޑިޓް
Real ah Million in faidhaa,އެމްބާޕޭގެ ތައާރަފް ފެނިލުމަށް 80،000 މީހުން ދަނޑަށް، ރެއާލަށް މިލިއަނުން ފައިދާ
University ge sharuthah balaa mudhdhathu 10 aharah hadhan hushahalhaifi,ޔުނިވަސިޓީއަކަށް ބަދަލުކުރުމަށް ބަލާ މުއްދަތު 10 އަހަރަށް ކުރު ކޮށްލަން ހުށަހަޅައިފި
Aqua Vita in apartment gathumah haassa offer eh,އަކުއާ ވީޓާއިން އެޕާޓްމަންްޓް ގަތުމަށް ހާއްސަ އޮފާއެއް
Nurakkaa chemical huri beys vikki Pakistan ge kunfuneege factory bandhu koffi,ނުރައްކާ ކެމިކަލް ހުރި ބޭސް ވިއްކި ޕާކިސްތާނުގެ ކުންފުނީގެ ފެކްޓަރީ ބަންދުކޮށްފި
Israel in Al Jazeera ge 2 noosveriyaku maraalaifi,އިޒްރޭލުން އަލް ޖަޒީރާގެ ދެ ނޫސްވެރިޔަކު މަރާލައިފި
Thalassaemia aa gulhey kanboduvunthah vaguthun hallu kuran Raees ge haassa en'gevunthakeh!,ތެލެސީމިއާއާ ގުޅޭ ކަންބޮޑުވުންތައް ވަގުތުން ހައްލު ކުރަން ރައީސްގެ ހާއްސަ އެންގެވުންތަކެއް!
Aammunge demand akee Flat ah point dhin gothaai verify kuran sarukaarun kuri masakkaiy haama kurun,އާންމުންގެ ޑިމާންޑަކީ ފްލެޓަށް ޕޮއިންޓް ދިން ގޮތާއި ވެރިފައި ކުރަން ސަރުކާރުން ކުރި މަސައްކަތް ހާމަކުރުން
Salamaan miskithakee saudi aai Rajje gulhumuge varugadha nishaaneh: Raees,ސަލްމާން މިސްކިތަކީ ރާއްޖެއާއި ސައުދީގެ ގުޅުމުގެ ވަރުގަދަ ނިޝާނެއް: ރައީސް
Award ge massala thahugeegu kuran ACC in MMC ah vadhejje,އެވޯޑުގެ މައްސަލަ ތަހުގީގު ކުރަން އޭސީސީން އެމްއެމްސީއަށް ވަދެއްޖެ
Aharu nimumuge kurin 2 million touristunge amaazu huras kuraane!,އަހަރު ނިމުމުގެ ކުރިން 2 މިލިއަން ޓޫރިސްޓުންގެ އަމާޒު ހާސިލްވާނެ
Gaza ge Indonesia hospital Israel in hisoaru koffi,ގާޒާގެ އިންޑޮނީޝިޔާ ހޮސްޕިޓަލު އިޒްރޭލުން ހިސޯރުކޮށްފި
Imtiaz ge aa film ge cast iulaan koffi,އިމްތިޔާޒުގެ އާ ފިލްމުގެ ކާސްޓު އިއުލާންކޮށްފި
VAAHAKA: Iruossumun,އިރުއޮއްސުމުން
Roadha mahu inthihaabu thah nubavvan gaanoonah islaahu husha alhaifi,ރޯދަ މަހު އިންތިހާބުތައް ނުބާއްވަން ގާނޫނަށް އިސްލާހު ހުށަހަޅައިފި
Error: Request failed with status code 504 **********,"ID: 141309, Error: Request failed with status code 504 **********"
Medical evacuation ge 93 percent kuree Maldivian airline inn: Ghassan,މެޑިކަލް އިވެކުއޭޝަންގެ 93 ޕަސެންޓް ކުރީ މޯލްޑިވިއަން އެއާލައިނުން: ޣައްސާން
Rasmale hikkumuge masakkaiy alun fashafi,ރަސްމާލެ ހިއްކުމުގެ މަސައްކަތް އަލުން ފަށައިފި
Error: Request failed with status code 504 **********,"ID: 129235, Error: Request failed with status code 504 **********"
Lanka fuluhunge veriyaa adhives nufeney,ލަންކާ ފުލުހުންގެ ވެރިޔާ އަދިވެސް ނުފެނޭ
Vagah ethere kuri cigarette ge massalaigai money laundering ge thuhumathu!,ވަގަށް އެތެރެކުރި ސިނގިރޭޓުގެ މައްސަލާގައި މަނީ ލޯންޑަރިންގެ ތުހުމަތު!
siyaasee kankamaa dhurah!,އައްޑޫ ޝަރީފު އެމްޑީޕީން ވަކިވެ، ސިޔާސީ ދާއިރާއާ ދުރަށް
Hollywood ge film ehgai Dhivehi Artist Shimhaq ge poster eh,ހޮލީވުޑްގެ ފިލްމެއްގައި ދިވެހި އާޓިސްޓް ޝިމްހާގްގެ ޕޯސްޓަރެއް
Group ge 2 vana aa eku Belgium ah jehuny France,ގުރޫޕްގެ ދެވަނަ އާއެކު ބެލްޖިއަމަށް ޖެހުނީ ފްރާންސް
Hamalaathah huttaalumuge hushahelhumah ebbas vejje,ހަމަލާތައް މެދުކަނޑާލުމުގެ އާ ހުށަހެޅުމަށް ހަމާސް އެއްބަސްވެއްޖެ
Nagudhu faisaa beynun kuraa varu ithuru vejje,ނަގުދު ފައިސާ ބޭނުންކުރާ ވަރު އިތުރުވެއްޖެ
Andy Murray: Mi'ee retire kuran emme rangalhu vaguthu,އެންޑީ މަރޭ: މިއީ ރިޓަޔާކުރަން އެންމެ ރަނގަޅު ވަގުތު
First National in real estate fund license nagaifi,ފަސްޓް ނޭޝަނަލް އަށް ރިއަލް އެސްޓޭޓް ފަންޑް ލައިސެންސް ދީފި
Komme Discount akaai subsidy akah rayyithun agu dhakkaane,ކޮންމެ ސަބްސިޑީއަކާއި ޑިސްކައުންޓަކަށް ރައްޔިތުން އަގު ދައްކާނެ!
Shifana aa eku Mihaaru Badhige: Foni falho asaara,"ޝިފާނާއާ އެކު ""މިހާރު"" ބަދިގެ: ފޮނި ފަޅޯ އަސާރަ"
Gefulhuge thalhudhandikolhuge veriyaa avahaara vejje,ގެފުޅުގެ ތަޅުދަނޑިކޮޅުގެ ވެރިޔާ އަވަހާރަވެއްޖެ
Emme avahah account hulhuva meehakah MIB in 5000 Rufiyaa dhenee,އެންމެ އަވަހަށް އެކައުންޓު ހުޅުވާ މީހަކަށް އެމްއައިބީން 5000ރ. ދެނީ
Biden ge vadhaaee thagureeru: Mahujanunge nufoozun gaumu salaamaiy kuraathi!,ބައިޑެންގެ ވަދާއީ ތަގުރީރު: މަހުޖަނުންގެ ނުބައި ނުފޫޒުން ގައުމު ސަލާމަތްކުރާތި!
Thashi hoadhaidhin coach vaki kurumun Tottenham ah faadu kiyun,ތަށި ހޯދައިދިން ކޯޗު ވަކިކުރުމުން ޓޮޓެންހަމަށް ފާޑުކިއުން
Error: Request failed with status code 504 **********,"ID: 145360, Error: Request failed with status code 504 **********"
Yoosube hoadhumuge masahkaiy adhives kuri ah,ޔޫސުބެ ހޯދުމުގެ މަސައްކަތް އަދިވެސް ކުރިއަށް
Reethi gothakee majileehuge riyaasathun Nasheed amilla ah dhuruvun: MDP,ރީތިގޮތަކީ މަޖިލީހުގެ ރިޔާސަތުން ނަޝީދު އަމިއްލަ އަށް ދުރުވުން: އެމްޑީޕީ
Avatar: The Last Airbender ge live action series ge teaser nerefi,"""އެވެޓާ: ދަ ލާސްޓް އެއާބެންޑާ""ގެ ލައިވް އެކްޝަން ސީރީޒްގެ ޓީޒާ ނެރެފި"
Goathi thakah araafaiva network thah badhalu kuran fashaifi,ގޯތިތަކަށް އަރާފައިވާ ނެޓްވޯކުތައް ބަދަލުކުރަން ފަށައިފި
Nuhaggu goathi thakuge massala ACC in ves thahugeegu kuranee,ނުހައްގު ގޯތިތަކުގެ މައްސަލަ އޭސީސީން ވެސް ތަހުގީގުކުރަނީ
Miadhun feshigen TGST ah 17 percent nagaane,މިއަދުން ފެށިގެން ޓީޖީއެސްޓީ އަށް 17 ޕަސެންޓް ނަގާނެ
Arjun aai Malaika rulhi veetha?,އަރުޖުން އާއި މަލައިކާ ރުޅިވީތަ؟
Imaraaiy kurumugai ingilaabeh genuvi STO ge Power Mix,"އިމާރާތް ކުރުމުގައި އިންގިލާބެއް ގެނުވި އެސްޓީއޯ ""ޕަވާ މިކްސް"""
majileehun edheynama haama kuranee,ނަޝީދަށް ދިން ހަމަލާއާ ގުޅޭ އާ މައުލޫމާތުތަކެއް، މަޖިލީހުން އެދޭ ނަމަ ހާމަކުރަނީ
40 meehaku vaguthee hiyaa thakah,މާލޭގައި ފެންބޮޑުވެ، ނަޖިސް ބޭރުވެގެން 40 މީހަކު ވަގުތީ ހިޔާތަކަށް
BML student  card in 10 percent aa hamayah discount dhenee,ބީއެމްއެލް ސްޓޫޑެންޓް ކާޑުން 10 ޕަސެންޓާ ހަމަޔަށް ޑިސްކައުންޓް ދެނީ
maadhama masakkaiy fashanee,ތެލެސީމިއާ ސެންޓަރުގެ މަސައްކަތް ނިންމަން ސިފައިންނާ ހަވާލުކޮށް، މާދަމާ މަސައްކަތް ފަށަނީ
VAAHAKA: Aharen gelluvailee ahanneve,އަހަރެން ގެއްލުވައިލީ އަހަންނެވެ.
United gai Amorim ge furathama badhalu; 16 aharu ge defender senoir team ah,ޔުނައިޓެޑްގައި އަމޯރިމްގެ ފުރަތަމަ ބަދަލު: 16 އަހަރުގެ ޑިފެންޑަރެއް ސީނިއާ ޓީމަށް؟
Alia ah Kishore Kumar akee kaaku kan neygey: Ranbir,އާލިއާއަށް ކިޝޯރް ކުމާރަކީ ކާކު ކަމެއް ނޭނގޭ: ރަންބީރް
Fuvahmulakugai construction site ehgai huri zuvaanaku kulli gothakah maruvejje,ފުވައްމުލަކުގައި ކޮންސްޓްރަކްޝަން ސައިޓެއްގައި ހުރި ޒުވާނަކު ކުއްލި ގޮތަކަށް މަރުވެއްޖެ
Launch bandun jahaali vaguthukolhu: Neyvaa hifahattaigen fummaalee raalhuthakuge therey ah!,ލޯންޗު ބަންޑުން ޖަހާލި ވަގުތުކޮޅު: ނޭވާ ހިފަހައްޓާލައިގެން ފުންމާލީ ރާޅުތަކުގެ ތެރެއަށް1
7 memberunge vaguthee committee akah fonuvaifi,ދުންފަތުގެ ބިލް ބަލައިގަނެ، ހަތް މެންބަރުންގެ ވަގުތީ ކޮމިޓީއަކަށް ފޮނުވައިފި
Zidhuna nagaidhenee aailee viyafaareege filaavalheh,ޒިދުނާ ނަގައިދެނީ އާއިލީ ވިޔަފާރީގެ ފިލާވަޅެއް
JSC ah vakeelun ge member Ali AbdulLatheef ayyan kohfi,ޖޭއެސްސީއަށް ވަކީލުންގެ މެންބަރު އަލީ އަބްދުއްލަތީފް  އައްޔަންކޮށްފި
Roadha ah Gaza ge hamalaathah huttuvan dhathi: Biden,ރޯދަޔަށް ޣައްޒާގެ ހަމަލާތައް ހުއްޓުވަން ދަތި: ބައިޑެން
Vagag eherey kuri cigarette ge massala : Nazim vidhaalhuvee 46 million rufiyaage bodu muaamalatheh hingi kamah,ވަގަށް އެތެރެކުރި ސިނގިރޭޓުގެ މައްސަލަ: ނާޒިމް ވިދާޅުވީ 46 މިލިއަން ރުފިޔާގެ މުއާމަލާތެއް ހިންގާފައިވާ ކަމަށް
Story: Aaliyaa,އާލިޔާ
Gaza gai kakkaigen kaandheyn beynunvaa thakethi husvejje: UN,ޣައްޒާގައި ކައްކައިގެން ކާންދޭން ބޭނުންވާ ތަކެތި ހުސްވެއްޖެ: އދ
Vagah nagaafaivaa agu bodu gadi eh vikki meehaku 2 aharah jalah,ވަގަށް ނެގި ލައްކައެއްހާ ރުފިޔާގެ ގަޑިއެއް ވިއްކުމުން ދެ އަހަރަށް ޖަލަށް
Aashiqui 3 gai Karthik aai eku Akanksha,"""އާޝިގީ 3"" ގައި ކާތިކްއާ އެކު އަކަންކުޝާ"
600 in matheegai,ބިންހެލުމުގައި މިއަންމާ އާއި ތައިލެޑުން މަރުވި އަދަދު 1،600 އިން މަތީގައި
Raees dhevvee yageen kan!,ގިރާވަރުފަޅު، ގުޅިފަޅު އަދި ހުޅުމާލެ 3 ގެ މަސައްކަތް ބައްލަވައި ރައީސް ދެއްވީ ސްޕީޑް އަވަސް ކުރައްވާނެ ކަމުގެ ޔަގީންކަން
hashithah ice cream freezer ah,ހޮސްޕިޓަލަކަށް ނުގެންދެވޭ، މޯޗަރީގައި ޖާގައެއް ނެތް، ހަށިތައް އައިސްކްރީމް ފްރީޒަރުގައި
Theluge agu adhaakuran Lanka in Iran ah saifaiy fonuvaifi,ތެލުގެ އަގު އަދާކުރަން ލަންކާއިން އީރާނަށް 20 މިލިއަން ޑޮލަރުގެ ސައިފަތް ފޮނުވައިފި
America meehegge geygai 150 ah vure gina bon,އެމެރިކާ މީހަކު އަމިއްލަ 150 ބޮން ހަދައި ފޮރުވާފައި ހުރީ ގޭގައި
Palestine ge 1000 meehakah Saudi rasgefaanuge hajj dhathuru,ފަލަސްތީނުގެ 1000 މީހަކަށް ސައޫދީ ރަސްގެފާނުގެ ހައްޖު ދަތުރު
Reyge hamalaathakugai Gaza in 19 meehaku shaheedhuvi,ރޭގެ ހަމަލާތަކުގައި ޣައްޒާއިން 19 މީހަކު ޝަހީދުވި
VAAHAKA: Fayah herunu kashi,ފަޔަށް ހެރުނު ކަށި
Sifainnaai fuluhunge koththah dhuvaalaku million eh: Mivarun noonee nuvaane?,ސިފައިންނާއި ފުލުހުންގެ ކޮއްތަށް ދުވާލަކު މިލިއަނެއް: މިވަރުން ނޫނީ ނުވާނެ؟
Makunoodhoo gai echcheh govai 2 meehaku maruvejje,މަކުނުދޫގައި އެއްޗެއް ގޮވައި ދެ މީހަކު މަރުވެއްޖެ
Kujjaa ah aniyaakuri maid bunaee eynaa ah ves aniyaa kuraa kamah,ކުއްޖާއަށް އަނިޔާކުރި މެއިޑް ބުނަނީ އޭނާއަށް ވެސް އަނިޔާކުރާ ކަމަށް
City ah vamundhaa goiyy balaakah Arteta ge shaugeh neiyy,ސިޓީ އަށް ވަމުންދާ ގޮތް ބަލާކަށް އާޓެޓާގެ ޝައުގެއް ނެތް
Soneva Jani enburi ais N. Zone ge champion kan hoadhaifi,ސޮނެވާ ޖާނީ އެނބުރި އައިސް ނ. ޒޯނުގެ ޗެމްޕިއަންކަން ހޯދައިފި
Drug cafe ge gothugai beynun kuraa 40 ah vure gina than bandhu koffi,ޑްރަގް ކެފޭގެ ގޮތުގައި ބޭނުންކުރާ 40 އަށް ވުރެ ގިނަ ތަން ބަންދުކޮށްފި
Sinamale aai male hiyaa Housing mashroou ge liyekiyun thakeh neh: City council,ސިނަމާލެ އާއި މާލެ ހިޔާގެ ހައުސިން މަޝްރޫއުގެ ލިޔެކިޔުންތަކެއް ނެތް: ސިޓީ ކައުންސިލް
City in 95 million Euro ah Alvarez Atletico ah vikkaalanee,ސިޓީން 95 މިލިއަން ޔޫރޯއަށް އަލްވަރޭޒް އެތުލެޓިކޯއަށް ވިއްކާލަނީ
BML in muvazzafun ge aguvazan koffi,ބީއެމްއެލްގެ މުވައްޒަފުންގެ އަގުވަޒަންކޮށްފި
Italy ge world cup thari Schillaci ge haalu dherave hospital gai,އިޓަލީގެ ވޯލްޑް ކަޕް ތަރި ސްކިލާޗީގެ ހާލު ދެރަވެ ހޮސްޕިޓަލުގައި
Ukrain hanguraama huttaalan Russia aai USA mashvaraa fashanee,ޔުކްރެއިން ހަނގުރާމަ ހުއްޓާލަން ރަޝިޔާ އާއި އެމެރިކާ މަޝްވަރާ ފަށަނީ
Halleh neiy bolugai rihun manage koh dheyne clinic eh,ހައްލެއް ނެތް ބޮލުގައި ރިހުން މެނޭޖުކޮށްދޭނެ ކްލިނިކެއް
Fantastic Four ge trailer aanmu koffi,"""ފެންޓާސްޓިކް ފޯ""ގެ ޓްރެއިލާ އާންމުކޮށްފި"
dholhu gadi iru therey hodhaifi,ޓިކްޓޮކް ލައިވްގައި ޔުމްނުއަށް 700،000ރ. ގެ އެހީ ދޮޅުގަޑިއިރު ތެރޭގައި ހޯދައިފި
Border ge sequel gai Sunny aa eku Ayushmann aai Ahan,"""ބޯޑަރް""ގެ ސީކުއެލްގައި ސަނީއާ އެކު އަޔުޝްމަން އާއި އާހަން"
India ge MIOT hospital in rajjeyga masaaiykaiy kuraa doctor innaa bahdhal koffi,އިންޑިއާގެ މިއޮޓް ހޮސްޕިޓަލުން ރާއްޖޭގައި މަސައްކަތްކުރާ ޑޮކްޓަރުންނާ ބައްދަލުކޮށްފި
Mi sarukaarun drug ge massala balanee qaumee salaamathaa gulhey kameh gothah,މި ސަރުކާރުން ޑްރަގްގެ މައްސަލަ ބަލަނީ ގައުމީ ސަލާމަތާ ގުޅޭ ކަމެއް ގޮތަށް
Hothi in athuli boat tourist attraction akah,"ހޫތީން އަތުލައިގަތް ބޯޓު ""ޓޫރިސްޓް އެޓްރެކްޝަން"" އަކަށް"
Dharani hamayakah alhuvan fiyavalhu thah avas kurey: World Bank,ދަރަނި ހަމަޔަކަށް އަޅުވަން ފިޔަވުތައް އަވަސް ކުރޭ: ވޯލްޑް ބޭންކް
agu bodu koh nuvikkan edhen: Ministry,ފިޔާ ލިބުމުގައި ދަތިކަމެއް ނެތް، އަގު ބޮޑުކޮށް ނުވިއްކަން އެދެން: މިނިސްޓްރީ
Uthurah moosun goasve orange alert nerefi,އުތުރަށް މޫސުން ގޯސްވެ އޮރެންޖް އެލާޓް ނެރެފި
Islamdheenuge imuge thereygai Eid faahaga kuran sarukaarun an'gaifi,އިސްލާމްދީނުގެ އިމުގެ ތެރޭގައި އީދު ފާހަގަކުރަން ސަރުކާރުން އަންގައިފި
Story: Jadhalu,ޖަދަލު
Bodu club eh ge sifa jehi Athletico annanee fulhaavamun,ބޮޑު ކްލަބެއްގެ ސިފަ ޖެހި އެތުލެޓިކޯ އަންނަނީ ފުޅާވަމުން
Athuharuge postmoterm maadhamaa hadhanee,އަތުހަރުގެ ޕޯސްޓްމޯޓަމް މާދަމާ ހަދަނީ
Surfing junior ranking gai Raajje ah Asia ge 2 vana,ސާފިން ޖޫނިއާ ރޭންކިންގައި ރާއްޖެ އަށް އޭޝިއާގެ ދެ ވަނަ
Fardeen Khan Raajje in furaigen dhiyaee varah ufalun,ފަރުދީން ހާން ރާއްޖެއިން ފުރައިގެން ދިޔައީ ވަރަށް އުފަލުން
Gaza naraka ah hadhaane kamah bune Israel aai USA ge bayaaneh,"ޣައްޒާ ""ނަރަކަ"" އަށް ހަދާނެ ކަމަށް ބުނެ އިޒްރޭލާއި އެމެރިކާގެ ބަޔާނެއް"
MIB gai huri beynun nukuraa account thah uvaalan fahuge notice dheefi,އެމްއައިބީގައި ހުރި ބޭނުން ނުކުރާ އެކައުންޓްތައް އުވާލަން ފަހުގެ ނޯޓިސް ދީފި
Medicine kiyavaa dharivarunnah Dharumavantha hospital beynun kureveyne goiy Raees hamajassavaifi,މެޑިސިން ކިޔަވާ ދަރިވަރުންނަށް ދަރުމަވަންތަ ބޭނުން ކުރެވޭނެ ގޮތް ރައީސް ހަމަޖައްސަވައިފި
Maalee bura boduve MMPRC ge kurimagaa medhu shakku!,މާލީ ބުރަ ބޮޑުވެ އެމްއެމްޕީއާރްސީގެ ކުރިމަގާ މެދު ޝައްކު!
BML gaumee tennis championship kaamiyaabu kamaa eku nimmaalaifi,ބީއެމްއެލްގެ ގައުމީ ޓެނިސް ޗެމްޕިއަންޝިޕް ކާމިޔާބުކަމާއެކު ނިންމާލައިފި
Team in jaaga libeytho Rashford haassa thamreenu thakeh hadhanee,ޓީމުން ޖާގަ ލިބޭތޯ ރަޝްފޯޑް ހާއްސަ ތަމްރީނުތަކެއް ހަދަނީ
Gaza ah ehee vadhdhan huras alhaathee Turkey inn Israel aa viyafaareege gulhun kan'daalaifi,ޣައްޒާއަށް އެހީ ވައްދަން ހުރަސްއަޅާތީ ތުރުކީން އިޒްރޭލާ ވިޔަފާރީގެ ގުޅުން ކަނޑާލައިފި
Hajj ge alhukan adhaanukoh thibi meehunnah iskandhey gothah usoolu badhalu kurumuge visnun ebahuri: Shaheem,ހައްޖުގެ އަޅުކަން އަދާނުކޮށް ތިބި މީހުންނަށް އިސްކަންދޭގޮތަށް އުސޫލު ބަދަލުކުރުމުގެ ވިސްނުން އެބަހުރި: ޝަހީމް
Budget support ah beyrun 6.7 billion ge loan hoadhanee,ބަޖެޓު ސަޕޯޓަށް ބޭރުން 6.7 ބިލިއަން ރުފިޔާގެ ލޯނު ހޯދަނީ
Palestine gaindheennah kaan libenee paan kolheh!,ފަލަސްތީނު ގައިދީންނަށް ކާން ލިބެނީ ޕާންކޮޅެއް!
Mihaaru badhige: Cucumber salad,"""މިހާރު ބަދިގެ"": ކިއުކަމްބާ ސެލަޑް"
Iran-Israel hamalaathah mi hisaabun dhen nimunee: Trump,އީރާން-އިޒްރޭލް ހަމަލާތައް މި ހިސާބުން ނިމުނީ: ޓްރަމްޕު
STO inn 20rf ge control ageh gai fiyaa vikaanee!,އެސްޓީއޯ އިން 20ރ. ގެ ކޮންޓްރޯލް އަގެއްގައި ފިޔާ ވިއްކަނީ!
Cesarean ge fahun dhemain niyaavi massalaige jinaaee thahugeegeh kuranee,ސިޒޭރިއަންގެ ފަހުން ދެމައިން ނިޔާވި މައްސަލައިގެ ޖިނާއީ ތަހުގީގެއް ކުރަނީ
PCB ge Naib Raees magaamun vaki koffi,ޕީސީބީގެ ނައިބު ރައީސް ފިރާޒު މަގާމުން ވަކިކޮށްފި
cardiac centre hingun dhivehi doctorunna havaalu kuranee,ދަރުމަވަންތަ ތިއޭޓަރު މަރާމާތުކޮށް، ކާޑިއެކް ސެންޓަރު ހިންގުން ދިވެހި ޑޮކްޓަރުންނާ ހަވާލުކުރަނީ
Nadheem ge maruge dhauvaa libey meehun ge masaala SC in balanee,ނަދީމްގެ މަރުގެ ދައުވާލިބޭ މީހުން ބަންދު ނުކުރި މައްސަލަ ސުޕްރީމް ކޯޓުން ބަލަނީ
